time,density,density_orbitmean,validity_flag,altitude,latitude,longitude,local_solar_time
2020-04-29 00:00:00+00:00,1.0590274160962849e-13,1.8846019812317685e-13,0.0,461722.72920082696,-74.48295712771336,121.91888033616117,8.171215322179897
2020-04-29 00:00:30+00:00,1.0485695721490808e-13,1.8855260557266984e-13,0.0,462112.0579418391,-76.36385195527367,123.19057424877023,8.264329039836678
2020-04-29 00:01:00+00:00,1.0369185897585515e-13,1.8862154538943193e-13,0.0,462455.19949614257,-78.23408756887027,124.89783216276416,8.386480358386928
2020-04-29 00:01:30+00:00,1.0260562374899833e-13,1.8866650673849604e-13,0.0,462750.9258398963,-80.08792737076048,127.282313550958,8.553779909799857
2020-04-29 00:02:00+00:00,1.0157222473182569e-13,1.8868717089304501e-13,0.0,462998.1788223302,-81.91440113785032,130.79637457790693,8.796384772551558
2020-04-29 00:02:30+00:00,1.0062765613319046e-13,1.8868337178969338e-13,0.0,463196.082579853,-83.69003621313486,136.37596170459423,9.176691379110702
2020-04-29 00:03:00+00:00,9.970377446231416e-14,1.8865501506236388e-13,0.0,463343.9375382159,-85.35650521137804,146.19493277029895,9.8396235894622
2020-04-29 00:03:30+00:00,9.885750640985457e-14,1.8860226889190906e-13,0.0,463441.23448744044,-86.74213652014242,165.57876169735553,11.140213008307885
2020-04-29 00:04:00+00:00,9.808524421652832e-14,1.885248595136706e-13,0.0,463487.6541055292,-87.36011051191565,-158.60449338598045,13.536329522411812
2020-04-29 00:04:30+00:00,9.730823804261793e-14,1.8842362459446286e-13,0.0,463483.0743090352,-86.7400187855654,-122.8149579095121,15.930632741639574
2020-04-29 00:05:00+00:00,9.643084589812602e-14,1.882989860568761e-13,0.0,463427.5651985686,-85.35356164298805,-103.45748821435889,17.22946487828836
2020-04-29 00:05:30+00:00,9.538991109538691e-14,1.8815137811853495e-13,0.0,463321.3883068487,-83.68683829018622,-93.65023430523907,17.891615944810507
2020-04-29 00:06:00+00:00,9.420411509286013e-14,1.8798152255037754e-13,0.0,463164.9981257543,-81.9111483230983,-88.07606428953366,18.271561410578332
2020-04-29 00:06:30+00:00,9.295996972735788e-14,1.8778966530821518e-13,0.0,462959.03284571506,-80.08470838543553,-84.56483262078648,18.51397764938135
2020-04-29 00:07:00+00:00,9.15888860942315e-14,1.8757657996000574e-13,0.0,462704.3109334754,-78.23095399342974,-82.18199093906688,18.68116788694889
2020-04-29 00:07:30+00:00,9.013634249133262e-14,1.873432220663931e-13,0.0,462401.8303016173,-76.36084067638176,-80.47576291066368,18.80325054636627
2020-04-29 00:08:00+00:00,8.861488541224063e-14,1.8708965881517015e-13,0.0,462052.76220813766,-74.48009832914188,-79.20475722597746,18.89631838205482
2020-04-29 00:08:30+00:00,8.703228321173132e-14,1.8681691723054403e-13,0.0,461658.44945081696,-72.59198592931536,-78.22931286889346,18.969682128681054
2020-04-29 00:09:00+00:00,8.539454104952433e-14,1.8652598993560203e-13,0.0,461220.4100799374,-70.69847902172685,-77.46336612887669,19.029079367107087
2020-04-29 00:09:30+00:00,8.375633119267488e-14,1.8621771700751277e-13,0.0,460740.3249512026,-68.80083576274018,-76.85112398034425,19.078229632475377
2020-04-29 00:10:00+00:00,8.204305492413069e-14,1.8589306645077746e-13,0.0,460220.03343663365,-66.89988918535057,-76.35488721695762,19.119646205248664
2020-04-29 00:10:30+00:00,8.031723839444077e-14,1.8555338721557678e-13,0.0,459661.5268977806,-64.99620823529294,-75.94829089361846,19.155086748541724
2020-04-29 00:11:00+00:00,7.856847243589352e-14,1.8519931918284994e-13,0.0,459066.9324456733,-63.09019145683829,-75.61235435387177,19.18581663945711
2020-04-29 00:11:30+00:00,7.683941247021526e-14,1.8483048183740414e-13,0.0,458438.5091179274,-61.1821239354078,-75.3330706278671,19.212769676010716
2020-04-29 00:12:00+00:00,7.511755502863266e-14,1.8444941677611684e-13,0.0,457778.6378613496,-59.272213335245425,-75.0998798646979,19.23664984828268
2020-04-29 00:12:30+00:00,7.355889834443929e-14,1.8405825286471155e-13,0.0,457089.8094398305,-57.360613394923746,-74.90467129007908,19.257997874573825
2020-04-29 00:13:00+00:00,7.199644057437414e-14,1.8365904347129676e-13,0.0,456374.6165872868,-55.44743979001207,-74.7411121185193,19.277235940595208
2020-04-29 00:13:30+00:00,7.051876876411737e-14,1.8325381994000138e-13,0.0,455635.73793493863,-53.53278100302831,-74.60418517172948,19.29469852490863
2020-04-29 00:14:00+00:00,6.91446573066825e-14,1.8284506689796094e-13,0.0,454875.92687771376,-51.61670607615087,-74.48986339497804,19.310654097837098
2020-04-29 00:14:30+00:00,6.782444256800782e-14,1.824354150932028e-13,0.0,454098.0061524082,-49.69927013242074,-74.39487629996427,19.32532069194017
2020-04-29 00:15:00+00:00,6.674396607778956e-14,1.820301022675422e-13,0.0,453304.853291831,-47.780518447251595,-74.3165391873559,19.33887728717809
2020-04-29 00:15:30+00:00,6.591306271887125e-14,1.8163197669871597e-13,0.0,452499.3903687587,-45.860489468701665,-74.2526267268781,19.351472238906737
2020-04-29 00:16:00+00:00,6.533739244643388e-14,1.8124360557795403e-13,0.0,451684.5753536606,-43.93921708007668,-74.20127764458016,19.363229632059834
2020-04-29 00:16:30+00:00,6.508664594685276e-14,1.8086768541351462e-13,0.0,450863.38893219363,-42.0167323033883,-74.16092219174652,19.374254116554212
2020-04-29 00:17:00+00:00,6.528248707375475e-14,1.805070086144543e-13,0.0,450038.8197167916,-40.09306463484452,-74.13022611874516,19.38463464236804
2020-04-29 00:17:30+00:00,6.590610360997202e-14,1.8016334557944376e-13,0.0,449213.8546841452,-38.1682430340206,-74.10804706927031,19.394447366590583
2020-04-29 00:18:00+00:00,6.703175210769032e-14,1.798377827944496e-13,0.0,448391.456110456,-36.24229671656042,-74.09340017915518,19.403757946834567
2020-04-29 00:18:30+00:00,6.867008681237457e-14,1.7953207535790625e-13,0.0,447574.55849575065,-34.31525579628686,-74.08543072324429,19.412623364778824
2020-04-29 00:19:00+00:00,7.092242291552143e-14,1.792475605349486e-13,0.0,446766.0504946895,-32.38715168851068,-74.08339216382869,19.421093389605105
2020-04-29 00:19:30+00:00,7.375291610901981e-14,1.7898434684052882e-13,0.0,445968.75806815084,-30.45801753960811,-74.08662841191818,19.429211760580863
2020-04-29 00:20:00+00:00,7.720055214718705e-14,1.7874279695358042e-13,0.0,445185.44166157953,-28.52788843823494,-74.09455933527823,19.437017153189245
2020-04-29 00:20:30+00:00,8.122088766731337e-14,1.7852479982792662e-13,0.0,444418.7771317959,-26.596801646755488,-74.10666886033502,19.44454397233624
2020-04-29 00:21:00+00:00,8.583716450692307e-14,1.783306457691935e-13,0.0,443671.3511122288,-24.664796635294994,-74.12249517052182,19.451823005764485
2020-04-29 00:21:30+00:00,9.10117997145415e-14,1.7815948603158672e-13,0.0,442945.6495408034,-22.731915171275478,-74.14162244210722,19.45888197511538
2020-04-29 00:22:00+00:00,9.673588229362041e-14,1.7801045582243757e-13,0.0,442244.04359877296,-20.79820129528919,-74.16367395221842,19.465745995218807
2020-04-29 00:22:30+00:00,1.0290862512934673e-13,1.7788203702150006e-13,0.0,441568.7753369631,-18.863701278973604,-74.18830621772635,19.472437964950455
2020-04-29 00:23:00+00:00,1.0946839741374615e-13,1.77772524122901e-13,0.0,440921.9458934376,-16.92846353802396,-74.21520403233971,19.478978898063545
2020-04-29 00:23:30+00:00,1.1636472917036194e-13,1.7768092065990885e-13,0.0,440305.49160443153,-14.992538626869624,-74.24407613060792,19.485388212255423
2020-04-29 00:24:00+00:00,1.2359715874549142e-13,1.776046111748284e-13,0.0,439721.18483099435,-13.055979280796356,-74.27465159297002,19.491683968830767
2020-04-29 00:24:30+00:00,1.3112110581816324e-13,1.7754143889994706e-13,0.0,439170.663538252,-11.11884031223858,-74.30667670892126,19.49788308182357
2020-04-29 00:25:00+00:00,1.388336167789249e-13,1.7748903468939546e-13,0.0,438655.4445861429,-9.18117812059353,-74.33991192679282,19.504001521345423
2020-04-29 00:25:30+00:00,1.4670113311069227e-13,1.7744538858039727e-13,0.0,438176.888699607,-7.243050413161791,-74.37412919082311,19.5100544911143
2020-04-29 00:26:00+00:00,1.5463017925748298e-13,1.774079603449978e-13,0.0,437736.1670358684,-5.304516032782716,-74.40910959941424,19.516056584570663
2020-04-29 00:26:30+00:00,1.62532375414452e-13,1.7737455756701157e-13,0.0,437334.25390345976,-3.3656349082449326,-74.44464129117189,19.52202192580732
2020-04-29 00:27:00+00:00,1.7029124275894656e-13,1.7734299858701976e-13,0.0,436971.92603423074,-1.4264678378289457,-74.48051747056552,19.52796430119378
2020-04-29 00:27:30+00:00,1.779129593982641e-13,1.773113581197108e-13,0.0,436649.76192523725,0.5129236067203844,-74.5165345088798,19.53389728597821
2020-04-29 00:28:00+00:00,1.8528340357392104e-13,1.7727782976118343e-13,0.0,436368.1514302427,2.452477341198845,-74.55248999911117,19.539834373960794
2020-04-29 00:28:30+00:00,1.925116810896384e-13,1.7724066283556842e-13,0.0,436127.3036576789,4.392131014863718,-74.58818096471555,19.54578909691171
2020-04-29 00:29:00+00:00,1.9951248662270465e-13,1.7719842824254787e-13,0.0,435927.2482205583,6.331822244640124,-74.62340192332883,19.551775153655623
2020-04-29 00:29:30+00:00,2.0624521512484857e-13,1.7715002680283128e-13,0.0,435767.8528896887,8.271488903194793,-74.6579430487221,19.55780653260827
2020-04-29 00:30:00+00:00,2.1277409552191528e-13,1.7709429900717027e-13,0.0,435648.8200412672,10.211069447118703,-74.69158819152578,19.56389764372792
2020-04-29 00:30:30+00:00,2.1907686720124662e-13,1.7703060904046552e-13,0.0,435569.6688769525,12.150503198178056,-74.72411274810506,19.570063460590518
2020-04-29 00:31:00+00:00,2.2515746498101773e-13,1.7695821698633228e-13,0.0,435529.72837505676,14.089730535349029,-74.75528147934563,19.57631966580434
2020-04-29 00:31:30+00:00,2.3102434801810584e-13,1.7687684997505957e-13,0.0,435528.140072166,16.028692976160755,-74.78484594209833,19.582682822246348
2020-04-29 00:32:00+00:00,2.3671031286243747e-13,1.7678614484477406e-13,0.0,435563.8601635983,17.967333298789864,-74.81254169078596,19.589170559621937
2020-04-29 00:32:30+00:00,2.4224188919697604e-13,1.766863375674459e-13,0.0,435635.6876521846,19.905595687254984,-74.8380851968455,19.595801779806845
2020-04-29 00:33:00+00:00,2.4760744488223076e-13,1.7657777535081098e-13,0.0,435742.27371314075,21.84342597507,-74.86117032018892,19.60259689219926
