time,density,altitude,latitude,longitude,local_solar_time
2020-04-26 00:00:00+00:00,1.5375304551406736e-13,436289.8939873371,34.035964134595375,114.62888727271637,7.677792003376629
2020-04-26 00:00:10+00:00,1.6377532797861447e-13,436184.8451977046,33.39122898303849,114.63003782494943,7.6806467950725645
2020-04-26 00:00:20+00:00,1.5246150293956079e-13,436082.29983952176,32.74640812341171,114.63056039040153,7.683459720981257
2020-04-26 00:00:30+00:00,1.5507281653890225e-13,435982.3420768026,32.10150307528586,114.63047906545673,7.6862323874988965
2020-04-26 00:00:40+00:00,1.468345212909009e-13,435885.055154996,31.456515392473893,114.6298169422475,7.688966334159724
2020-04-26 00:00:50+00:00,1.6354968737773193e-13,435790.5214261729,30.8114466437917,114.62859621140596,7.691663040309795
2020-04-26 00:01:00+00:00,1.6035364232212622e-13,435698.8208150724,30.166298431596818,114.62683817994419,7.694323926387489
2020-04-26 00:01:10+00:00,,435610.0333834542,29.521072360084286,114.62456333263663,7.696950358102957
2020-04-26 00:01:20+00:00,,435524.23633548897,28.87577007072132,114.62179136560678,7.699543648501893
2020-04-26 00:01:30+00:00,,435441.50799340475,28.230393223946614,114.61854125049264,7.7021050623309595
2020-04-26 00:01:40+00:00,,435361.9237498911,27.584943509699475,114.61483122886777,7.70463581575368
2020-04-26 00:01:50+00:00,1.8067689679389568e-13,435285.55633612536,26.939422627339777,114.61067891731913,7.707137083179766
2020-04-26 00:02:00+00:00,1.7280535704298872e-13,435212.4802177567,26.293832324568097,114.60610128233948,7.709609995679628
2020-04-26 00:02:10+00:00,1.7066892326988468e-13,435142.765647972,25.64817433898249,114.60111471411473,7.7120556459908425
2020-04-26 00:02:20+00:00,1.7932656176554378e-13,435076.48345525935,25.002450454365125,114.59573503177744,7.714475088663901
2020-04-26 00:02:30+00:00,1.7762489815197035e-13,435013.7002305947,24.356662483360527,114.58997752757413,7.7168693432402
2020-04-26 00:02:40+00:00,1.7950908410835924e-13,434954.48439182993,23.710812253791087,114.58385697909586,7.71923939486337
2020-04-26 00:02:50+00:00,1.7728299769569443e-13,434898.9007685762,23.064901612598742,114.57738769779174,7.721586197600803
2020-04-26 00:03:00+00:00,1.7293840972807913e-13,434847.0122071719,22.418932429578785,114.57058354893995,7.723910675862996
2020-04-26 00:03:10+00:00,1.6735208699814498e-13,434798.88075559586,21.772906612456893,114.56345795401033,7.726213724385171
2020-04-26 00:03:20+00:00,1.7509636702175914e-13,434754.56643407326,21.12682607579118,114.55602393266352,7.728496211115485
2020-04-26 00:03:30+00:00,1.6251236139318474e-13,434714.12782746274,20.480692776455285,114.54829413865495,7.730758979696467
2020-04-26 00:03:40+00:00,1.7513546917977055e-13,434677.6213375991,19.834508662807682,114.54028083511186,7.733002847640495
2020-04-26 00:03:50+00:00,1.7155256892726644e-13,434645.10100524034,19.18827573939158,114.5319959561923,7.735228610528781
2020-04-26 00:04:00+00:00,1.7161556728722398e-13,434616.620347267,18.541996008383546,114.52345108963236,7.737437040935674
2020-04-26 00:04:10+00:00,1.6750910406807803e-13,434592.22981681675,17.895671505376743,114.51465755954739,7.7396288937730855
2020-04-26 00:04:20+00:00,1.8178924256560999e-13,434571.97785939276,17.249304279233815,114.50562633934067,7.74180490057169
2020-04-26 00:04:30+00:00,1.7351836402984612e-13,434555.91175983846,16.602896399991007,114.4963681737648,7.743965777707262
2020-04-26 00:04:40+00:00,1.6492428805000725e-13,434544.0754316682,15.95644996569856,114.48689351717752,7.7461122221075485
2020-04-26 00:04:50+00:00,1.6123263629738684e-13,434536.51210559066,15.309967087784852,114.47721257580656,7.748244914158286
2020-04-26 00:05:00+00:00,,434533.26218954194,14.663449897676507,114.46733535105695,7.750364520678639
2020-04-26 00:05:10+00:00,,434534.36509880796,14.016900534995527,114.45727159779558,7.752471691963846
2020-04-26 00:05:20+00:00,,434539.85479487665,13.370321184439591,114.44703086963686,7.7545670648920915
2020-04-26 00:05:30+00:00,,434549.7685148325,12.723714023645087,114.43662252176684,7.75665126320116
2020-04-26 00:05:40+00:00,1.8354320399975178e-13,434564.1356341634,12.07708124742695,114.42605574125203,7.758724899332715
2020-04-26 00:05:50+00:00,1.6522363566058034e-13,434582.98801122885,11.430425065819112,114.41533952977923,7.760788573369984
2020-04-26 00:06:00+00:00,1.6408605027051805e-13,434606.35332883056,10.7837477268446,114.40448271544946,7.762842873911965
