time,density,altitude,latitude,longitude,local_solar_time
2020-02-23 00:00:00+00:00,1.3306914768167588e-13,437915.262298245,40.805409180914836,23.779965579294313,1.3602617645573645
2020-02-23 00:00:10+00:00,1.1897542035415238e-13,438033.0482508661,41.449007982555806,23.790306566768873,1.3637291913529879
2020-02-23 00:00:20+00:00,1.0199324997572978e-13,438152.1955723725,42.092505069677195,23.80168635092625,1.3672658712644221
2020-02-23 00:00:30+00:00,9.311820930671538e-14,438272.6116692852,42.735899025260814,23.81415001882569,1.370874810066102
2020-02-23 00:00:40+00:00,9.170441162361173e-14,438394.2053662315,43.379188426454355,23.82774508147696,1.3745591752179749
2020-02-23 00:00:50+00:00,8.800467842142378e-14,438516.8826934183,44.02237181753373,23.842521618556145,1.3783223053354874
2020-02-23 00:01:00+00:00,7.376143375112802e-14,438640.5531576779,44.665447750232495,23.858532463351334,1.3821677226084503
2020-02-23 00:01:10+00:00,8.751546477813392e-14,438765.12328988686,45.308414727957654,23.875833423956944,1.386099147636024
2020-02-23 00:01:20+00:00,8.196980183847062e-14,438890.49918233324,45.95127125338729,23.894483468011458,1.3901205115641808
2020-02-23 00:01:30+00:00,9.287625552038707e-14,439016.59036297724,46.59401578028154,23.914544983871515,1.3942359735876337
2020-02-23 00:01:40+00:00,8.013476961331527e-14,439143.30330362543,47.23664674165033,23.936084017903973,1.3984499368564087
2020-02-23 00:01:50+00:00,7.774754493862747e-14,439270.5451568011,47.879162501124625,23.959170580777247,1.4027670687192568
2020-02-23 00:02:00+00:00,7.434918089267844e-14,439398.22323509585,48.5215613898935,23.983878901545495,1.407192317750198
2020-02-23 00:02:10+00:00,7.845580771869349e-14,439526.2471410418,49.163841669520025,24.010287814454973,1.4117309396249098
2020-02-23 00:02:20+00:00,8.724608483644644e-14,439654.5235795053,49.80600153747704,24.038481089126854,1.4163885189259595
2020-02-23 00:02:30+00:00,8.912883002670924e-14,439782.9622611478,50.4480391156365,24.06854785729243,1.4211709978280354
2020-02-23 00:02:40+00:00,8.970902160810581e-14,439911.4710240448,51.08995242625235,24.100582999548124,1.4260847016747
2020-02-23 00:02:50+00:00,8.360485075890836e-14,440039.9603314884,51.731739418166285,24.134687711699677,1.431136376823904
2020-02-23 00:03:00+00:00,7.186137372411707e-14,440168.3373609474,52.37339789962177,24.17096994993015,1.4363332204134949
2020-02-23 00:03:10+00:00,,440296.51401382964,53.01492557871672,24.20954508451565,1.4416829237660451
2020-02-23 00:03:20+00:00,,440424.40082461666,53.65631999442219,24.25053648872685,1.4471937117369933
2020-02-23 00:03:30+00:00,,440551.9063204648,54.29757855387802,24.294076329006636,1.452874395481988
2020-02-23 00:03:40+00:00,,440678.9434962012,54.938698473630346,24.34030625816851,1.4587344184922628
2020-02-23 00:03:50+00:00,1.0413221825591555e-13,440805.42489906866,55.579676776773326,24.38937843145681,1.4647839244217735
2020-02-23 00:04:00+00:00,7.649649925591942e-14,440931.2621913003,56.220510266581854,24.4414563547247,1.4710338137201404
2020-02-23 00:04:10+00:00,8.317709795280004e-14,441056.3679186711,56.861195484589494,24.496716066539506,1.4774958222623553
2020-02-23 00:04:20+00:00,9.826916057555834e-14,441180.65711789764,57.501728727798394,24.55534731396614,1.484182599824031
2020-02-23 00:04:30+00:00,8.436025797855962e-14,441304.0453981655,58.14210595520123,24.617554980860614,1.4911078053880615
2020-02-23 00:04:40+00:00,8.139472051312971e-14,441426.44695932977,58.78232278317664,24.683560560778194,1.4982862051622732
2020-02-23 00:04:50+00:00,9.307362123312795e-14,441547.7800152963,59.4223744750399,24.75360387497832,1.5057337872017875
2020-02-23 00:05:00+00:00,1.1456467281919836e-13,441667.9591973536,60.062255829851416,24.82794511493729,1.5134678976642881
2020-02-23 00:05:10+00:00,1.0120529910767347e-13,441786.90507995244,60.70196118349482,24.906866946907783,1.5215073809377557
2020-02-23 00:05:20+00:00,1.151084291873055e-13,441904.53603243176,61.34148432537283,24.990677020454108,1.529872746964216
2020-02-23 00:05:30+00:00,1.1108638998134282e-13,442020.7721974673,61.98081843228214,25.07971078577323,1.5385863591498605
2020-02-23 00:05:40+00:00,1.078519978453438e-13,442135.5347041134,62.61995601349286,25.174334779608838,1.547672653248675
2020-02-23 00:05:50+00:00,1.168828202263059e-13,442248.74512199406,63.258888788607045,25.27495017821517,1.5571583743154136
2020-02-23 00:06:00+00:00,1.0736257669547352e-13,442360.3280328242,63.89760762873689,25.38199709250941,1.5670728631379163
2020-02-23 00:06:10+00:00,1.1402064609772237e-13,442470.2078223778,64.53610241353012,25.495959327061524,1.5774483732957592
2020-02-23 00:06:20+00:00,1.1286778044481107e-13,442578.30949827936,65.17436191573226,25.617370022015624,1.5883204475256392
2020-02-23 00:06:30+00:00,1.1060857299865598e-13,442684.5608198624,65.81237364281563,25.746817963925267,1.599728338235721
2020-02-23 00:06:40+00:00,,442788.8903021272,66.45012366872876,25.884955101697205,1.611715508658385
2020-02-23 00:06:50+00:00,,442891.22693707515,67.08759642678721,26.032505228548008,1.6243302117348648
2020-02-23 00:07:00+00:00,,442991.502440501,67.72477446046723,26.190274058171806,1.6376261616836416
2020-02-23 00:07:10+00:00,1.3845136615688126e-13,443089.6495618494,68.36163816754843,26.359161157525886,1.6516633296071568
2020-02-23 00:07:20+00:00,1.243481531054925e-13,443185.6025380511,68.99816545264802,26.540173944826268,1.6665088767807887
2020-02-23 00:07:30+00:00,1.175791158803962e-13,443279.29710795823,69.63433132559034,26.734444266069545,1.6822382595770193
