time,density,altitude,latitude,longitude,local_solar_time
2020-02-26 00:00:00+00:00,2.1434540137124602e-13,436288.25535375345,31.964956417777458,-164.18691411035417,12.836308024100939
2020-02-26 00:00:10+00:00,2.0823446918949864e-13,436200.53481932916,31.319991806697427,-164.18783727230104,12.839024561893286
2020-02-26 00:00:20+00:00,2.0899480497571504e-13,436115.58028112166,30.674948251009155,-164.18931287998245,12.8417042699706
2020-02-26 00:00:30+00:00,2.1550793450315198e-13,436033.47102734447,30.02982735198676,-164.1913198631073,12.844348552989617
2020-02-26 00:00:40+00:00,2.1257935324091052e-13,435954.2844836628,29.384630715846217,-164.19383797428242,12.846958760835337
2020-02-26 00:00:50+00:00,2.2293428440791758e-13,435878.09740552213,28.73935998790648,-164.19684775079102,12.849536190992868
2020-02-26 00:01:00+00:00,2.2844561186227393e-13,435804.9830222782,28.09401683745116,-164.20033042782256,12.852082094420247
2020-02-26 00:01:10+00:00,2.2492841191161904e-13,435735.0165532511,27.44860293339385,-164.20426794535567,12.854597675177676
2020-02-26 00:01:20+00:00,2.3469135334662913e-13,435668.2687860895,26.803120003253667,-164.20864290562056,12.857084093087137
2020-02-26 00:01:30+00:00,2.325576781803392e-13,435604.8114742171,26.157569781056747,-164.21343849907893,12.859542468755167
2020-02-26 00:01:40+00:00,2.319850541995379e-13,435544.7138745878,25.511954033216817,-164.2186385273416,12.861973882133164
2020-02-26 00:01:50+00:00,2.3577623116099546e-13,435488.043175227,24.866274538495436,-164.22422733563778,12.864379376843164
2020-02-26 00:02:00+00:00,2.4322168620614837e-13,435434.8670331482,24.22053310715581,-164.2301897861398,12.866759962044442
2020-02-26 00:02:10+00:00,2.3242018306778633e-13,435385.24994712695,23.574731577645483,-164.23651124046467,12.869116613687646
2020-02-26 00:02:20+00:00,2.4536982876758907e-13,435339.25602610037,22.92887180685622,-164.24317754945832,12.871450274991428
2020-02-26 00:02:30+00:00,2.3541436487633616e-13,435296.9466095548,22.282955689220902,-164.25017497172206,12.87376186210748
2020-02-26 00:02:40+00:00,2.3713891283693273e-13,435258.3827204043,21.636985112310114,-164.25749022644692,12.87605226039383
2020-02-26 00:02:50+00:00,2.3543111584722197e-13,435223.624338842,20.990962024917806,-164.26511040339366,12.878322330503632
2020-02-26 00:03:00+00:00,2.353013117774567e-13,435192.7276571244,20.344888356080403,-164.27302299017265,12.88057290665529
2020-02-26 00:03:10+00:00,2.3412243397131946e-13,435165.7488109898,19.6987660945649,-164.28121583189971,12.882804799144633
2020-02-26 00:03:20+00:00,2.463162662786912e-13,435142.741503763,19.052597225408185,-164.28967711186976,12.885018795722976
2020-02-26 00:03:30+00:00,2.423016396063043e-13,435123.7582883192,18.406383763266117,-164.29839532221047,12.887215663640463
2020-02-26 00:03:40+00:00,2.481618781366603e-13,435108.8491336284,17.760127739829848,-164.30735928900555,12.889396147795493
2020-02-26 00:03:50+00:00,2.4269949473196817e-13,435098.06195959914,17.1138312032983,-164.31655809091032,12.891560976248474
2020-02-26 00:04:00+00:00,2.516442088628449e-13,435091.44263114966,16.467496237165456,-164.32598111359067,12.893710856680114
2020-02-26 00:04:10+00:00,2.4710602253364036e-13,435089.03642861545,15.821124931170965,-164.33561797485436,12.895846481207533
2020-02-26 00:04:20+00:00,2.521080472484259e-13,435090.88291435875,15.174719377584598,-164.34545855122676,12.897968524699584
2020-02-26 00:04:30+00:00,2.552338860607408e-13,435097.02435884904,14.52828172227322,-164.35549294183286,12.90007764727347
2020-02-26 00:04:40+00:00,2.5629773600676657e-13,435107.4978248952,13.881814105747138,-164.3657114575552,12.90217449484078
2020-02-26 00:04:50+00:00,2.568335616275926e-13,435122.3370572524,13.235318685490768,-164.37610462699624,12.904259698798779
2020-02-26 00:05:00+00:00,2.5965038231675964e-13,435141.5783784753,12.588797642760351,-164.38666315979063,12.906333878563908
2020-02-26 00:05:10+00:00,2.509997038161448e-13,435165.2507303674,11.942253160509829,-164.3973779468695,12.908397641378183
2020-02-26 00:05:20+00:00,2.4886946077204446e-13,435193.3846984571,11.29568746740918,-164.4082400566238,12.910451582652527
2020-02-26 00:05:30+00:00,2.535085218938704e-13,435226.00599847734,10.649102764810808,-164.4192406931706,12.912496288838222
2020-02-26 00:05:40+00:00,2.444674479381797e-13,435263.1394609334,10.002501307103397,-164.43037124184346,12.914532334216899
