time,density,density_orbitmean,validity_flag,altitude,latitude,longitude,local_solar_time
2020-02-08 00:00:00+00:00,3.5989642262865495e-13,2.1880884114824482e-13,0.0,452506.98195763864,-46.020565974662404,-135.50393797188272,14.730666001846707
2020-02-08 00:00:30+00:00,3.5250318125165894e-13,2.1885402019191883e-13,0.0,453336.96687515266,-47.940594878184896,-135.4393236984449,14.743306666016338
2020-02-08 00:01:00+00:00,3.448621768484042e-13,2.1888714370746642e-13,0.0,454155.0357348239,-49.859330395144724,-135.36014680354756,14.756918171662708
2020-02-08 00:01:30+00:00,3.370734538381881e-13,2.1890764872541505e-13,0.0,454958.23059262615,-51.77673352608016,-135.26415270405357,14.771650824332156
2020-02-08 00:02:00+00:00,3.291992301725765e-13,2.189163644463952e-13,0.0,455743.6352781337,-53.69275824585782,-135.148619268765,14.787686099443032
2020-02-08 00:02:30+00:00,3.211321054671695e-13,2.189134391878026e-13,0.0,456508.3900490543,-55.607348449960284,-135.0102275167462,14.8052452623971
2020-02-08 00:03:00+00:00,3.128497841161067e-13,2.1889856556666982e-13,0.0,457249.7070859894,-57.52043374404335,-134.8448868758923,14.824601018009266
2020-02-08 00:03:30+00:00,3.043358972992155e-13,2.188721738126471e-13,0.0,457964.8877852289,-59.43192385145657,-134.64749576938144,14.846093471410017
2020-02-08 00:04:00+00:00,2.955419297266147e-13,2.1883470933922013e-13,0.0,458651.3334296597,-61.34170079339261,-134.41160743251518,14.87015240692498
2020-02-08 00:04:30+00:00,2.864081384121617e-13,2.187864085375239e-13,0.0,459306.5473017227,-63.249607665849574,-134.12895455044605,14.897328978892222
2020-02-08 00:05:00+00:00,2.76891857734655e-13,2.1872744199606767e-13,0.0,459928.1441174578,-65.15543238275258,-133.78875786377253,14.928341804625502
2020-02-08 00:05:30+00:00,2.669536698337936e-13,2.1865871712579708e-13,0.0,460513.85675230715,-67.05888343908936,-133.37669543420554,14.964145680037225
2020-02-08 00:06:00+00:00,2.5669695601769494e-13,2.1858038165179665e-13,0.0,461061.5470063202,-68.95955263871484,-132.87332253391995,15.006036920351804
2020-02-08 00:06:30+00:00,2.4626816471372477e-13,2.1849317277752635e-13,0.0,461569.21171290893,-70.85685613912614,-132.25156932272733,15.055820181632129
2020-02-08 00:07:00+00:00,2.3588024616318533e-13,2.1839774436995732e-13,0.0,462034.9906638004,-72.74993705979594,-131.47262611836123,15.116082776100866
2020-02-08 00:07:30+00:00,2.25634007695218e-13,2.1829486821114828e-13,0.0,462457.1684512468,-74.63749734965437,-130.47887461739634,15.190665924093912
2020-02-08 00:08:00+00:00,2.1564119743018093e-13,2.181854341987084e-13,0.0,462834.1855873866,-76.51749105117027,-129.1810924478796,15.28551778390656
2020-02-08 00:08:30+00:00,2.0589572598937106e-13,2.1807047213810636e-13,0.0,463164.6503883619,-78.38652688829235,-127.43380040563684,15.410336969420424
2020-02-08 00:09:00+00:00,1.9616675544918492e-13,2.1795061889726604e-13,0.0,463447.3580710897,-80.23860526956753,-124.9840343181981,15.581987759269454
2020-02-08 00:09:30+00:00,1.8670969164339476e-13,2.1782646298383441e-13,0.0,463681.28245995566,-82.06216032236512,-121.35471178034162,15.832275648020069
2020-02-08 00:10:00+00:00,1.7739704797891748e-13,2.176987606936838e-13,0.0,463865.5723976046,-83.83217378647369,-115.54939716284424,16.22762967943838
2020-02-08 00:10:30+00:00,1.6820578480717204e-13,2.1756808805247737e-13,0.0,463999.5558171291,-85.48558213054457,-105.23096787020232,16.923858030955248
2020-02-08 00:11:00+00:00,1.5914520765642198e-13,2.174348191698814e-13,0.0,464082.7490347177,-86.83445583945289,-84.70562666953496,18.300547195295152
2020-02-08 00:11:30+00:00,1.501866167186587e-13,2.1729972019710841e-13,0.0,464114.8648363324,-87.36128612176599,-47.75071783005237,20.772540899387714
2020-02-08 00:12:00+00:00,1.4124736979603426e-13,2.1716366772215052e-13,0.0,464095.8129397044,-86.65247154752142,-13.112621461413076,23.090080434478438
2020-02-08 00:12:30+00:00,1.3243452000562014e-13,2.1702683065435915e-13,0.0,464025.68198168743,-85.23024543554189,5.165170193474241,0.3169329583199243
2020-02-08 00:13:00+00:00,1.2388077788769304e-13,2.1688954994646612e-13,0.0,463904.7483091941,-83.55034451671516,14.485886207597517,0.9466470895127159
2020-02-08 00:13:30+00:00,1.1560404583841546e-13,2.1675212484017267e-13,0.0,463733.47478201985,-81.76891450186992,19.830838038469,1.3113102677983655
2020-02-08 00:14:00+00:00,1.0773502215809667e-13,2.1661623380182362e-13,0.0,463512.507435794,-79.93958594872329,23.220368393840328,1.5456120107753932
2020-02-08 00:14:30+00:00,1.0025869131199053e-13,2.1648217192841353e-13,0.0,463242.6805582857,-78.08422632528347,25.53174146101595,1.7080365992248012
2020-02-08 00:15:00+00:00,9.317695991599359e-14,2.1635111841857939e-13,0.0,462925.01479970943,-76.213160581661,27.1926147832809,1.8270945368256246
2020-02-08 00:15:30+00:00,8.656741646705343e-14,2.1622432400392958e-13,0.0,462560.70591479726,-74.33182922428587,28.43306474934149,1.918124249918458
2020-02-08 00:16:00+00:00,8.042436298797921e-14,2.1610039595345401e-13,0.0,462151.12966908514,-72.44334413690135,29.38693417649221,1.9900485932377965
2020-02-08 00:16:30+00:00,7.485755516251591e-14,2.1597978189071836e-13,0.0,461697.8443807624,-70.54959990271861,30.137063027080224,2.048390231094123
2020-02-08 00:17:00+00:00,6.990387185947128e-14,2.1586256181805526e-13,0.0,461202.5807465259,-68.65180710315552,30.737345978909616,2.0967421421073738
2020-02-08 00:17:30+00:00,6.545715325213332e-14,2.1574801833559592e-13,0.0,460667.2198622562,-66.75076929426882,31.2243068432479,2.1375392470965817
2020-02-08 00:18:00+00:00,6.166549338735512e-14,2.156363769302497e-13,0.0,460093.78500585444,-64.84703640373137,31.62355169417359,2.1724886177144906
2020-02-08 00:18:30+00:00,5.849635987405566e-14,2.1552853956643506e-13,0.0,459484.429903944,-62.940994230537505,31.953553682842294,2.202821797405747
2020-02-08 00:19:00+00:00,5.594667883967647e-14,2.1542550688204437e-13,0.0,458841.4286076315,-61.032919134857856,32.22796985191724,2.2294492557065695
2020-02-08 00:19:30+00:00,5.403928302359642e-14,2.1532853625880236e-13,0.0,458167.1769970106,-59.12301266907009,32.45711250855759,2.2530584797800373
2020-02-08 00:20:00+00:00,5.277704592288648e-14,2.1523925434129722e-13,0.0,457464.1763574425,-57.2114242619616,32.64891324223761,2.2741782422723755
2020-02-08 00:20:30+00:00,5.215953336639443e-14,2.1515861382545563e-13,0.0,456735.03047499247,-55.29826646567882,32.80957254681521,2.2932219094525035
2020-02-08 00:21:00+00:00,5.206041563197612e-14,2.1508761058778433e-13,0.0,455982.43045540806,-53.383625584799894,32.94400811744227,2.310517327641911
2020-02-08 00:21:30+00:00,5.250704427317158e-14,2.1502641348128412e-13,0.0,455209.1488236906,-51.46756909732787,33.05617096047324,2.3263278973335257
2020-02-08 00:22:00+00:00,5.346785738881663e-14,2.149751304013354e-13,0.0,454418.027201009,-49.55015101989151,33.14927267842539,2.340867725336924
2020-02-08 00:22:30+00:00,5.4841609320890596e-14,2.1493417010159104e-13,0.0,453611.9655065993,-47.631415861928645,33.22595167094181,2.3543127049662083
2020-02-08 00:23:00+00:00,5.65940976778082e-14,2.149031104452485e-13,0.0,452793.90360055864,-45.71140152631839,33.2883965237697,2.366808741942254
2020-02-08 00:23:30+00:00,5.871644785241424e-14,2.148814754784818e-13,0.0,451966.8201086838,-43.7901415768341,33.3384389773524,2.3784779522980184
2020-02-08 00:24:00+00:00,6.11003382518091e-14,2.148690657190694e-13,0.0,451133.7197504332,-41.86766685608051,33.37762482176681,2.389423388707838
2020-02-08 00:24:30+00:00,6.373815147409746e-14,2.1486494778885442e-13,0.0,450297.61254546046,-39.94400673527482,33.407268567867405,2.3997326852315517
2020-02-08 00:25:00+00:00,6.661417187096954e-14,2.1486773790117611e-13,0.0,449461.49770725984,-38.019190177472815,33.42849632673344,2.409480915942657
2020-02-08 00:25:30+00:00,6.964186432349205e-14,2.1487703907907385e-13,0.0,448628.3523951452,-36.093246480449,33.4422794411804,2.4187328370313157
2020-02-08 00:26:00+00:00,7.280709713008136e-14,2.1489215037633763e-13,0.0,447801.11784022953,-34.16620583313291,33.44946137801092,2.427544679618835
2020-02-08 00:26:30+00:00,7.606185907918939e-14,2.1491218205603817e-13,0.0,446982.68897762615,-32.23809987773174,33.45077913228479,2.435965576710677
2020-02-08 00:27:00+00:00,7.941058908453047e-14,2.1493630076382993e-13,0.0,446175.9015382696,-30.30896198747358,33.44688073779094,2.4440387305606457
2020-02-08 00:27:30+00:00,8.279415629981886e-14,2.1496364911360702e-13,0.0,445383.5227050334,-28.37882753409814,33.438339410103254,2.451802355541398
2020-02-08 00:28:00+00:00,8.621192046106912e-14,2.149931822582902e-13,0.0,444608.2385230912,-26.44773408515471,33.425665359580115,2.4592904656777748
