time,density,altitude,latitude,longitude,local_solar_time
2020-03-09 00:00:00+00:00,3.0815716531526615e-13,449408.78594815545,-37.79377274034285,-176.7069062157264,12.043467813638635
2020-03-09 00:00:10+00:00,3.050976881876529e-13,449691.07175116334,-38.43553286543228,-176.7010837619979,12.046634243690672
2020-03-09 00:00:20+00:00,3.1127506266860504e-13,449973.58385822084,-39.077166208945876,-176.6944148841552,12.049857102019475
2020-03-09 00:00:30+00:00,3.1110450856985174e-13,450256.2106202645,-39.71867168774768,-176.6868643697719,12.053138736091688
2020-03-09 00:00:40+00:00,3.1408568579939765e-13,450538.8412836343,-40.36004823751778,-176.67839529215138,12.056481607744303
2020-03-09 00:00:50+00:00,3.171926162407003e-13,450821.3657280132,-41.00129479138718,-176.6689688391917,12.05988830442244
2020-03-09 00:01:00+00:00,3.1228818366488184e-13,451103.6726859296,-41.64241029142445,-176.65854425119267,12.063361543410783
2020-03-09 00:01:10+00:00,3.0661153786519466e-13,451385.6507361792,-42.28339368067188,-176.64707864143077,12.066904183881578
2020-03-09 00:01:20+00:00,,451667.1890289914,-42.92424387333078,-176.63452689596474,12.070519233402246
2020-03-09 00:01:30+00:00,,451948.1756990347,-43.564959822401995,-176.62084147689083,12.074209861138156
2020-03-09 00:01:40+00:00,,452228.50123395026,-44.20554042313444,-176.605972256774,12.077979408975235
2020-03-09 00:01:50+00:00,3.0601957408458965e-13,452508.0545502007,-44.84598458781587,-176.5898663731143,12.081831401051938
2020-03-09 00:02:00+00:00,3.1738112700756856e-13,452786.7241145717,-45.486291200814236,-176.5724679953922,12.085769559374151
2020-03-09 00:02:10+00:00,3.0915628971703033e-13,453064.40081172436,-46.126459115336885,-176.5537181195271,12.089797817604948
2020-03-09 00:02:20+00:00,3.3113945139048473e-13,453340.97454835754,-46.76648716753421,-176.53355433975298,12.09392033607126
2020-03-09 00:02:30+00:00,3.228963425523091e-13,453616.33653800003,-47.406374154137,-176.51191059291344,12.098141519041006
2020-03-09 00:02:40+00:00,3.14499953335129e-13,453890.37660640385,-48.04611881604528,-176.48871686419588,12.102466034139855
2020-03-09 00:02:50+00:00,3.0696176533792894e-13,454162.9842950478,-48.68571987500048,-176.46389888986667,12.106898832254783
2020-03-09 00:03:00+00:00,2.980712689945429e-13,454434.0528877154,-49.325175966618694,-176.43737785367236,12.111445167860312
2020-03-09 00:03:10+00:00,3.140127492889534e-13,454703.47221906297,-49.964485678026456,-176.40906998852873,12.11611062540014
2020-03-09 00:03:20+00:00,3.0524983302526716e-13,454971.1364305215,-50.6036475060191,-176.3788861806202,12.120901145766837
2020-03-09 00:03:30+00:00,2.998120505664938e-13,455236.93582072016,-51.24265986638919,-176.34673153562613,12.125823055305887
2020-03-09 00:03:40+00:00,2.8789864847265355e-13,455500.7648421554,-51.881521085570874,-176.31250493896238,12.130883094961014
2020-03-09 00:03:50+00:00,2.886935030800056e-13,455762.51734589227,-52.52022936105826,-176.27609842860286,12.136088462172516
2020-03-09 00:04:00+00:00,2.846404142414169e-13,456022.08782533,-53.158782793827505,-176.23739672582636,12.141446842245518
2020-03-09 00:04:10+00:00,2.80844256987766e-13,456279.37182614394,-53.797179318890734,-176.19627652458294,12.146966455555269
2020-03-09 00:04:20+00:00,2.7780326978492453e-13,456534.26490883064,-54.43541673269701,-176.15260573994138,12.152656107735364
2020-03-09 00:04:30+00:00,2.8631796938342736e-13,456786.6648096051,-55.07349264131225,-176.10624284552864,12.158525233934855
2020-03-09 00:04:40+00:00,2.623167433379789e-13,457036.46817922127,-55.71140448385536,-176.05703582787478,12.164583968356617
2020-03-09 00:04:50+00:00,2.6964627687618875e-13,457283.5746444715,-56.34914943760212,-176.0048213591097,12.170843199497213
2020-03-09 00:05:00+00:00,2.639009899550794e-13,457527.88203114737,-56.986724471200475,-175.94942359055145,12.177314650659586
2020-03-09 00:05:10+00:00,2.595564036930836e-13,457769.29328495637,-57.62412626705124,-175.89065303095936,12.184010954564833
2020-03-09 00:05:20+00:00,2.4739145829242127e-13,458007.7078837892,-58.26135119808322,-175.82830509908982,12.19094574993417
2020-03-09 00:05:30+00:00,2.4827751434987863e-13,458243.02968027815,-58.89839530564081,-175.7621586409112,12.198133780427701
2020-03-09 00:05:40+00:00,2.439667664106426e-13,458475.16306136176,-59.53525423827114,-175.69197422621878,12.205591008030456
2020-03-09 00:05:50+00:00,2.3792749055267965e-13,458704.01109234616,-60.17192322386677,-175.61749215878575,12.2133347457964
2020-03-09 00:06:00+00:00,2.401226077694511e-13,458929.4809798356,-60.808396998242955,-175.53843034295858,12.221383800160107
2020-03-09 00:06:10+00:00,2.3360493334810304e-13,459151.4806883801,-61.444669787632556,-175.45448181872626,12.22975863506562
2020-03-09 00:06:20+00:00,2.2707642614460848e-13,459369.9177600965,-62.08073518429752,-175.36531185465702,12.238481565999498
2020-03-09 00:06:30+00:00,2.2738330420303023e-13,459584.702828018,-62.716586112922485,-175.27055490388562,12.247576962725025
2020-03-09 00:06:40+00:00,2.303184797123188e-13,459795.7482220689,-63.35221474124155,-175.1698108330703,12.257071500770317
2020-03-09 00:06:50+00:00,2.2142898128896606e-13,460002.96658918355,-63.98761235955886,-175.0626408216412,12.266994434898107
2020-03-09 00:07:00+00:00,2.2126150079640286e-13,460206.27335520834,-64.62276931255998,-174.94856250791872,12.277377922525861
2020-03-09 00:07:10+00:00,2.11233174535532e-13,460405.5838195197,-65.2576747967385,-174.8270445980076,12.288257383219273
2020-03-09 00:07:20+00:00,2.162001196859498e-13,460600.8164875852,-65.892316798956,-174.6975003018235,12.299671936375217
2020-03-09 00:07:30+00:00,2.0435346173892597e-13,460791.8921809243,-66.52668185204932,-174.55928015256737,12.311664879753199
2020-03-09 00:07:40+00:00,2.0994259434297167e-13,460978.7319972282,-67.160754882284,-174.4116632560799,12.324284272936431
2020-03-09 00:07:50+00:00,1.998941332577445e-13,461161.25930503104,-67.7945189272785,-174.25384731702079,12.33758360233958
2020-03-09 00:08:00+00:00,1.9973372051863844e-13,461339.4006473413,-68.42795489565692,-174.08493682952954,12.351622568326695
2020-03-09 00:08:10+00:00,1.8530373254455463e-13,461513.0809810301,-69.06104124319577,-173.90392926559903,12.366468006071054
