time,density,density_orbitmean,validity_flag,altitude,latitude,longitude,local_solar_time
2020-02-21 00:00:00+00:00,1.6948913495921408e-13,1.8500763222342127e-13,0.0,444849.5020940518,87.29169945693641,100.53852800053455,6.473597226287033
2020-02-21 00:00:30+00:00,1.7282612213100376e-13,1.8507079347158402e-13,0.0,444839.446827583,87.07272030168146,140.0717987834178,9.117482634342508
2020-02-21 00:01:00+00:00,1.7638252396445474e-13,1.8513773888339754e-13,0.0,444799.4752648473,85.85428599390318,164.6009098413669,10.761090699582923
2020-02-21 00:01:30+00:00,1.8012571879663318e-13,1.8520812055867464e-13,0.0,444729.8011385873,84.23894593177235,176.72870293084682,11.577944210601089
2020-02-21 00:02:00+00:00,1.8391655273601195e-13,1.8528154649737756e-13,0.0,444630.80579827446,82.47809585275748,-176.6653297665083,12.02667532440774
2020-02-21 00:02:30+00:00,1.8773319590787196e-13,1.8535767246760147e-13,0.0,444503.04362223484,80.65348922273417,-172.63573002933475,12.303649263613346
2020-02-21 00:03:00+00:00,1.9152494719740735e-13,1.8543606584769919e-13,0.0,444347.23313979246,78.79609153979112,-169.9628365295036,12.490176117828232
2020-02-21 00:03:30+00:00,1.9526932183499596e-13,1.8551588838035938e-13,0.0,444164.25512357894,76.9197168245833,-168.08029123843,12.624013090008742
2020-02-21 00:04:00+00:00,1.9877095151093095e-13,1.8559622342962558e-13,0.0,443955.1479053041,75.03134821624225,-166.69509349562878,12.724693558064011
2020-02-21 00:04:30+00:00,2.0192430793070347e-13,1.8567629341842702e-13,0.0,443721.1036886703,73.13486024460738,-165.64195285772243,12.803236885192844
2020-02-21 00:05:00+00:00,2.0457659060150063e-13,1.8575516436810688e-13,0.0,443463.46528862696,71.23255970092592,-164.82102820748307,12.866299146061998
2020-02-21 00:05:30+00:00,2.066199452832236e-13,1.8583164336473108e-13,0.0,443183.71300224867,69.32589705738067,-164.1686286186124,12.918126402542958
2020-02-21 00:06:00+00:00,2.08196437654216e-13,1.8590500767376926e-13,0.0,442883.4584926637,67.41582462773201,-163.6422825404509,12.96155009142504
2020-02-21 00:06:30+00:00,2.090336482761565e-13,1.8597383417418248e-13,0.0,442564.4366564108,65.50298991315125,-163.21261215016082,12.998528734285486
2020-02-21 00:07:00+00:00,2.092547563580842e-13,1.8603754393501712e-13,0.0,442228.50070278347,63.587846045200415,-162.85866342560135,13.030459265972443
2020-02-21 00:07:30+00:00,2.0895737397821765e-13,1.8609547984069088e-13,0.0,441877.6149826143,61.670718082983974,-162.56509558930708,13.05836440501196
2020-02-21 00:08:00+00:00,2.0813934048883423e-13,1.8614680952132716e-13,0.0,441513.8464170685,59.75184426887613,-162.3204226262853,13.08300988575852
2020-02-21 00:08:30+00:00,2.0694584226665187e-13,1.8618958793286378e-13,0.0,441139.35717325006,57.83140285917162,-162.1158752694925,13.104980326030963
2020-02-21 00:09:00+00:00,2.0546647542886098e-13,1.8622210096384812e-13,0.0,440756.395130964,55.909529889409455,-161.9446428625484,13.124729769600732
