time,density,altitude,latitude,longitude,local_solar_time
2020-04-09 00:00:00+00:00,1.1832554869664267e-13,434980.64540908486,11.783284699176079,-40.06661141619703,21.301822487053464
2020-04-09 00:00:10+00:00,1.158583023508425e-13,434963.97267175745,12.429853484729557,-40.07731387609957,21.30388729455293
2020-04-09 00:00:20+00:00,1.2299262636396698e-13,434951.7402268462,13.076397886623564,-40.08786202780289,21.305962389265524
2020-04-09 00:00:30+00:00,1.1809123338688834e-13,434943.9166877484,13.722915713447911,-40.098246780797055,21.30804837719657
2020-04-09 00:00:40+00:00,1.291551863198687e-13,434940.46867723763,14.369404783966406,-40.108458879929216,21.31014587541376
2020-04-09 00:00:50+00:00,1.3653970473095162e-13,434941.35770862084,15.015862932831443,-40.118488882416685,21.31225551340706
2020-04-09 00:01:00+00:00,1.302122595097192e-13,434946.54681056645,15.662288021440983,-40.12832713492503,21.31437793470363
2020-04-09 00:01:10+00:00,1.3693592766692326e-13,434955.99500985723,16.30867792238096,-40.13796378523757,21.316513796175215
2020-04-09 00:01:20+00:00,1.319171732626929e-13,434969.6612136038,16.95503052674125,-40.14738873158996,21.318663771243987
2020-04-09 00:01:30+00:00,1.524396448200171e-13,434987.4994300632,17.60134373710334,-40.15659165240289,21.32082854798667
2020-04-09 00:01:40+00:00,,435009.4635040127,18.24761548113439,-40.16556197355861,21.323008831401854
2020-04-09 00:01:50+00:00,,435035.50400192384,18.893843709732266,-40.174288829346686,21.32520534584167
2020-04-09 00:02:00+00:00,1.9043578993618538e-13,435065.5712383464,19.540026396468463,-40.182761083528305,21.32741883369325
2020-04-09 00:02:10+00:00,1.710265768245303e-13,435099.6113671921,20.186161520830147,-40.19096730154618,21.329650057317725
2020-04-09 00:02:20+00:00,1.752743117725507e-13,435137.57178567443,20.832247095718095,-40.198895727041226,21.331899800415318
2020-04-09 00:02:30+00:00,1.743901430223303e-13,435179.394179035,21.47828115189571,-40.20653426260201,21.334168869536995
2020-04-09 00:02:40+00:00,1.7899480950998193e-13,435225.02189421374,22.124261758949327,-40.21387046511615,21.336458094195347
2020-04-09 00:02:50+00:00,1.8842612631375118e-13,435274.39287101757,22.77018697468048,-40.220891513181286,21.33876832912197
2020-04-09 00:03:00+00:00,1.910325035603901e-13,435327.44739242364,23.416054917915833,-40.22758419254502,21.341100455323996
2020-04-09 00:03:10+00:00,1.985757807727854e-13,435384.1215326935,24.061863698591928,-40.23393486221762,21.343455382172287
